NA,dataset,par,Aa,Ad,Ca,Mea,Med,AaAa,AaAd,AaCa,AdAd,AdCa,Xa,AdXa,XaXa,XaCa,Ya,AdYa,XaYa,YaCa,Xd,AaXa,AaXd,AdXd,XaXd,XdXd,XdCa,AaYa
447,txw.svl.log.csv,vi,0.193703486,0.329944393,0.522034351,0.507998988,0.287507263,0.635493162,0.314835445,0.544438587,0.275994557,0.159792414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,txw.tib.csv,Model Weighted Average,-0.022617548,-0.314957121,-0.041924265,-0.007451283,0.071745773,-0.132955448,-0.648777106,0.040634591,0.058027914,-0.035551864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,txw.tib.csv,Unconditional Standard Error,0.06159297,0.606630612,0.081218232,0.051964722,0.146537522,0.312427783,0.843568916,0.115562403,0.292960543,0.083764291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,txw.tib.csv,vi,0.188182006,0.257033787,0.257775516,0.200726969,0.233937137,0.219144163,0.475870746,0.211393784,0.245672363,0.204696159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,txw.tymp.csv,Model Weighted Average,0.03609376,-1.868837579,-0.002859013,-0.009708921,-0.047584814,0.103063503,-0.251425799,0.219078728,1.646507234,-0.087113495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,txw.tymp.csv,Unconditional Standard Error,0.091756431,2.239409208,0.062773158,0.041326157,0.120730906,0.637501951,0.476394727,0.335546963,1.559633366,0.160243675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,txw.tymp.csv,vi,0.188139027,0.603927469,0.194533605,0.16979872,0.183715207,0.372458315,0.236312502,0.356848438,0.688453137,0.416533722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,willow.herbA.csv,Model Weighted Average,1.886374701,-0.508594253,NA,NA,NA,2.195592424,3.516815896,NA,-0.117815417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,willow.herbA.csv,Unconditional Standard Error,2.169225641,1.10415634,NA,NA,NA,2.875612861,6.310721441,NA,0.36453908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,willow.herbA.csv,vi,0.51402485,0.122755789,NA,NA,NA,0.441045509,0.22361528,NA,0.073937441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,willow.herbB.csv,Model Weighted Average,1.014483254,0.756242827,NA,NA,NA,1.986598304,0,NA,0.151170841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,willow.herbB.csv,Unconditional Standard Error,0.102169462,0.732957595,NA,NA,NA,0.492723622,0,NA,0.254492939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,willow.herbB.csv,vi,0.983769104,0.52524234,NA,NA,NA,0.969884137,0.004046669,NA,0.174443009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,willow.herbC.csv,Model Weighted Average,0,0.231802855,NA,NA,NA,-0.010882857,1.872918715,NA,1.520539459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,willow.herbC.csv,Unconditional Standard Error,0,0.391668996,NA,NA,NA,0.021881245,0.543963144,NA,0.44898944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,willow.herbC.csv,vi,0.004399307,0.188094401,NA,NA,NA,0.045394533,0.916185796,NA,0.865129109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,willow.herbD.csv,Model Weighted Average,0.020850277,2.002952105,NA,NA,NA,-0.043875582,1.920242028,NA,0.057533695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,willow.herbD.csv,Unconditional Standard Error,0.04091786,0.386246496,NA,NA,NA,0.087554974,1.01017967,NA,0.11455955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,willow.herbD.csv,vi,0.08287015,0.920923175,NA,NA,NA,0.048670045,0.790665733,NA,0.043190821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,willow.herbE.csv,Model Weighted Average,0.061605821,0.014564098,NA,NA,NA,-0.073546371,-0.619402237,NA,3.62E-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,willow.herbE.csv,Unconditional Standard Error,0.081495961,0.029041157,NA,NA,NA,0.108939441,0.449050571,NA,9.52E-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,willow.herbE.csv,vi,0.42740386,0.109672574,NA,NA,NA,0.347060888,0.752339844,NA,0.075714373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,willow.herbF.csv,Model Weighted Average,-0.01499033,-0.017913888,NA,NA,NA,0.016605052,-0.080355803,NA,0.011255978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,willow.herbF.csv,Unconditional Standard Error,0.031470777,0.052069256,NA,NA,NA,0.043428487,0.126738905,NA,0.04003096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,willow.herbF.csv,vi,0.243536012,0.151531792,NA,NA,NA,0.170627025,0.3818302,NA,0.142411158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,willow.herbG.csv,Model Weighted Average,0.147122294,0.025768104,NA,NA,NA,-0.026893428,0.047983468,NA,0.019757501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,willow.herbG.csv,Unconditional Standard Error,0.095180005,0.0542204,NA,NA,NA,0.053124241,0.112244934,NA,0.044772375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,willow.herbG.csv,vi,0.775269084,0.138071908,NA,NA,NA,0.178351114,0.104642694,NA,0.10489843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,willow.herbH.csv,Model Weighted Average,-1.11E-24,0,NA,NA,NA,0,-1.57E-28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,willow.herbH.csv,Unconditional Standard Error,1.42E-12,0,NA,NA,NA,0,2.83E-12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,willow.herbH.csv,vi,0.5,0,NA,NA,NA,0,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,willow.herbI.csv,Model Weighted Average,3.366132649,10.63268591,NA,NA,NA,2.296959509,56.34769114,NA,20.37697228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,willow.herbI.csv,Unconditional Standard Error,7.230348659,20.64321309,NA,NA,NA,8.812807783,86.08134036,NA,30.74739253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,willow.herbI.csv,vi,0.161492889,0.203057028,NA,NA,NA,0.12024981,0.365833317,NA,0.367785867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,willow.herbJ.csv,Model Weighted Average,0.027152322,0.075734492,NA,NA,NA,-0.072824882,1.223052132,NA,0.035106375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,willow.herbJ.csv,Unconditional Standard Error,0.067413028,0.172395047,NA,NA,NA,0.157546723,1.45464069,NA,0.106263776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,willow.herbJ.csv,vi,0.140726735,0.16713066,NA,NA,NA,0.18411355,0.52906024,NA,0.120126911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,willow.herbK.csv,Model Weighted Average,0.010187338,-0.061302679,NA,NA,NA,0.011494515,0.964514616,NA,-0.072514339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,willow.herbK.csv,Unconditional Standard Error,0.022477414,0.109783133,NA,NA,NA,0.027843111,0.633659846,NA,0.124273844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,willow.herbK.csv,vi,0.094063025,0.21681988,NA,NA,NA,0.075279383,0.762063494,NA,0.245965525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,willow.herbL.csv,Model Weighted Average,0,-83123.19337,NA,NA,NA,0,0,NA,166248.0219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,willow.herbL.csv,Unconditional Standard Error,0,0.790529886,NA,NA,NA,0,0,NA,0.8103076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,willow.herbL.csv,vi,0.000889605,1,NA,NA,NA,0.044367401,0.001297318,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,willow.herbM.csv,Model Weighted Average,0.027658134,0.067553671,NA,NA,NA,-0.54566832,1.698254254,NA,0.014713008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,willow.herbM.csv,Unconditional Standard Error,0.061814525,0.143561962,NA,NA,NA,0.449012242,1.457276302,NA,0.054713766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,willow.herbM.csv,vi,0.088280306,0.113591404,NA,NA,NA,0.659676457,0.647202271,NA,0.071599184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,willow.herbN.csv,Model Weighted Average,-0.86195361,-0.155897748,NA,NA,NA,0.019071982,-0.144652325,NA,-0.276313929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,willow.herbN.csv,Unconditional Standard Error,0.10696262,0.232266375,NA,NA,NA,0.038894594,0.250350358,NA,0.301900174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,willow.herbN.csv,vi,0.997562834,0.28866,NA,NA,NA,0.051425942,0.170230752,NA,0.486443235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,eFL.ME.high.csv,Model Weighted Average,0,0.013685957,NA,NA,NA,0,NA,NA,0.011552208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,eFL.ME.high.csv,Unconditional Standard Error,0,0.013291602,NA,NA,NA,0,NA,NA,0.012504333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,eFL.ME.high.csv,vi,0.003400312,0.519559666,NA,NA,NA,0.016457968,NA,NA,0.462753602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,eFL.ME.low.csv,Model Weighted Average,-0.001249272,0.001796965,NA,NA,NA,-0.000342711,NA,NA,0.003969447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,eFL.ME.low.csv,Unconditional Standard Error,0.002615805,0.003747713,NA,NA,NA,0.001404811,NA,NA,0.006070395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,eFL.ME.low.csv,vi,0.230163781,0.232043089,NA,NA,NA,0.124542649,NA,NA,0.413549405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,eFL.wFL.high.csv,Model Weighted Average,-0.000303839,0.000105689,NA,NA,NA,0.000721781,NA,NA,0.001088938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,eFL.wFL.high.csv,Unconditional Standard Error,0.0010679,0.001638794,NA,NA,NA,0.001972515,NA,NA,0.003000442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,eFL.wFL.high.csv,vi,0.240605654,0.212526107,NA,NA,NA,0.275669179,NA,NA,0.274099214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,eFL.wFL.low.csv,Model Weighted Average,-0.000881721,-0.000849961,NA,NA,NA,0.009304402,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,eFL.wFL.low.csv,Unconditional Standard Error,0.001700012,0.001726326,NA,NA,NA,0.004783179,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,eFL.wFL.low.csv,vi,0.105370172,0.07384198,NA,NA,NA,0.791252765,NA,NA,0.030270388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,ON.ME.high.csv,Model Weighted Average,0.001145408,0.007333454,NA,NA,NA,-0.001064374,NA,NA,0.012980912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,ON.ME.high.csv,Unconditional Standard Error,0.001990901,0.01041621,NA,NA,NA,0.002219553,NA,NA,0.011326577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,ON.ME.high.csv,vi,0.148653062,0.328493055,NA,NA,NA,0.059255657,NA,NA,0.597129231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,ON.ME.low.csv,Model Weighted Average,0.000245062,-0.000371576,NA,NA,NA,0.002523934,NA,NA,-0.000162707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,ON.ME.low.csv,Unconditional Standard Error,0.000540733,0.000796966,NA,NA,NA,0.002191691,NA,NA,0.000428977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,ON.ME.low.csv,vi,0.11696304,0.131135337,NA,NA,NA,0.675357152,NA,NA,0.081901313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,wFL.ON.low.csv,Model Weighted Average,-0.001900827,0.001294544,NA,NA,NA,0.00046993,NA,NA,0.002777818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,wFL.ON.low.csv,Unconditional Standard Error,0.004618346,0.003993225,NA,NA,NA,0.00281691,NA,NA,0.005804356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,wFL.ON.low.csv,vi,0.267937735,0.222835289,NA,NA,NA,0.189220836,NA,NA,0.321043817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,wFL.ON.high.csv,Model Weighted Average,-0.000539877,0.005866695,NA,NA,NA,0,NA,NA,0.015030314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,wFL.ON.high.csv,Unconditional Standard Error,0.000976049,0.008830236,NA,NA,NA,0,NA,NA,0.00963523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,wFL.ON.high.csv,vi,0.108929741,0.268540581,NA,NA,NA,0.028681709,NA,NA,0.690606941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,seed.fruit.A.csv,Model Weighted Average,0.059533666,0.12537329,NA,NA,NA,0.029331795,-0.212871849,NA,0.153178839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,seed.fruit.A.csv,Unconditional Standard Error,0.150349328,0.331634727,NA,NA,NA,0.148211198,0.549990335,NA,0.335302462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,seed.fruit.A.csv,vi,0.242854206,0.255554927,NA,NA,NA,0.20543144,0.239117599,NA,0.28016406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,seed.fruit.C.csv,Model Weighted Average,0.214059753,0.093082645,NA,NA,NA,-0.470969557,0.438408405,NA,-0.067566298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,seed.fruit.C.csv,Unconditional Standard Error,0.362498554,0.418799345,NA,NA,NA,0.695829711,0.885959299,NA,0.291818732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,seed.fruit.C.csv,vi,0.337246768,0.193731091,NA,NA,NA,0.424627415,0.243341981,NA,0.154527411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,seed.fruit.E.csv,Model Weighted Average,-0.022108153,0.080837688,NA,NA,NA,0.040210986,-0.319903624,NA,0.066314931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,seed.fruit.E.csv,Unconditional Standard Error,0.147445187,0.319732354,NA,NA,NA,0.225310986,0.869814726,NA,0.281138369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,seed.fruit.E.csv,vi,0.223647333,0.233055418,NA,NA,NA,0.226756878,0.262661331,NA,0.230664298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,seedwt.A.csv,Model Weighted Average,-2.29E-05,0.001240952,NA,NA,NA,-0.001079721,0.042603855,NA,0.000998121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,seedwt.A.csv,Unconditional Standard Error,0.001049454,0.002977281,NA,NA,NA,0.002542075,0.026544661,NA,0.00248834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,seedwt.A.csv,vi,0.12559844,0.142779272,NA,NA,NA,0.14804645,0.806977231,NA,0.134840825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,seedwt.C.csv,Model Weighted Average,0.004841134,-0.020957772,NA,NA,NA,0.001876835,0.076589577,NA,-0.026208789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,seedwt.C.csv,Unconditional Standard Error,0.009530258,0.032921073,NA,NA,NA,0.005944935,0.082954528,NA,0.034835803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,seedwt.C.csv,vi,0.184973787,0.33849706,NA,NA,NA,0.108091838,0.566389335,NA,0.43879098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,seedwt.E.csv,Model Weighted Average,0.006835948,-0.013443853,NA,NA,NA,0.001098756,0.037536559,NA,-0.015526722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,seedwt.E.csv,Unconditional Standard Error,0.013358791,0.024926446,NA,NA,NA,0.006877455,0.063390017,NA,0.026343281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,seedwt.E.csv,vi,0.251320237,0.267291868,NA,NA,NA,0.145202084,0.327025895,NA,0.321395414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,seed.fruit.B.csv,Model Weighted Average,0.006613471,-0.014190726,NA,NA,NA,-0.007003453,NA,NA,-0.051612931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,seed.fruit.B.csv,Unconditional Standard Error,0.016286994,0.048728279,NA,NA,NA,0.023288843,NA,NA,0.0726889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,seed.fruit.B.csv,vi,0.195927289,0.277103633,NA,NA,NA,0.183592987,NA,NA,0.471776698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,seed.fruit.D.csv,Model Weighted Average,0.006613471,-0.014190726,NA,NA,NA,-0.007003453,NA,NA,-0.051612931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,seed.fruit.D.csv,Unconditional Standard Error,0.016286994,0.048728279,NA,NA,NA,0.023288843,NA,NA,0.0726889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,seed.fruit.D.csv,vi,0.195927289,0.277103633,NA,NA,NA,0.183592987,NA,NA,0.471776698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,seed.fruit.F.csv,Model Weighted Average,-1.032295221,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,seed.fruit.F.csv,Unconditional Standard Error,0.080349089,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,seed.fruit.F.csv,vi,0.994758816,0.007227219,NA,NA,NA,0.001399136,NA,NA,0.985226545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,seedwt.B.csv,Model Weighted Average,-0.001955182,-7.13E-05,NA,NA,NA,-0.002609399,NA,NA,-0.005123889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,seedwt.B.csv,Unconditional Standard Error,0.004123365,0.006097667,NA,NA,NA,0.005783593,NA,NA,0.009467005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,seedwt.B.csv,vi,0.291051141,0.252415813,NA,NA,NA,0.267195573,NA,NA,0.330550501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,seedwt.D.csv,Model Weighted Average,0.006613471,-0.014190726,NA,NA,NA,-0.007003453,NA,NA,-0.051612931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,seedwt.D.csv,Unconditional Standard Error,0.016286994,0.048728279,NA,NA,NA,0.023288843,NA,NA,0.0726889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,seedwt.D.csv,vi,0.195927289,0.277103633,NA,NA,NA,0.183592987,NA,NA,0.471776698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,seedwt.F.csv,Model Weighted Average,0.006093904,-0.020406043,NA,NA,NA,0.002993286,NA,NA,-0.052077264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,seedwt.F.csv,Unconditional Standard Error,0.014258666,0.037813005,NA,NA,NA,0.010064372,NA,NA,0.062982566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,seedwt.F.csv,vi,0.148878955,0.254973892,NA,NA,NA,0.114340286,NA,NA,0.529704319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,eggdisp.BF.csv,Model Weighted Average,0.205773821,0.024193042,NA,0.0068594,-6.50E-05,-0.088093757,0.048375196,NA,-0.013250403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,eggdisp.BF.csv,Unconditional Standard Error,0.018525894,0.044348207,NA,0.009417924,0.000309835,0.028479618,0.049457659,NA,0.024589935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,eggdisp.BF.csv,vi,0.999996283,0.155643306,NA,0.374083532,0.021373721,0.860865748,0.552302656,NA,0.122338225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,eggdisp.cowpeaA.csv,Model Weighted Average,0.155440143,0.011505883,NA,0.011126082,-0.000868233,0.00572363,-0.010565532,NA,0.032229267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,eggdisp.cowpeaA.csv,Unconditional Standard Error,0.022643255,0.0244502,NA,0.014041841,0.002048132,0.012999732,0.022167519,NA,0.032603304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,eggdisp.cowpeaA.csv,vi,0.999738445,0.216317036,NA,0.450506939,0.062569196,0.130706096,0.123082879,NA,0.560060215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,eggdisp.cowpeaB.csv,Model Weighted Average,0.168274858,0.010965045,NA,0.000280052,0.002795909,-0.039725505,-0.000231228,NA,0.000924612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,eggdisp.cowpeaB.csv,Unconditional Standard Error,0.010229023,0.019536615,NA,0.000815902,0.005469138,0.022325523,0.001749751,NA,0.005663196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,eggdisp.cowpeaB.csv,vi,0.999993646,0.199409962,NA,0.050511627,0.148307971,0.759590143,0.039252068,NA,0.104623795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,eggdisp.cowpeaC.csv,Model Weighted Average,0.15061395,0.02116763,NA,-0.00376657,0.000681559,-0.040351799,-0.000890425,NA,0.030884293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,eggdisp.cowpeaC.csv,Unconditional Standard Error,0.020401876,0.065073853,NA,0.007153405,0.002550788,0.052951053,0.003653825,NA,0.04904433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,eggdisp.cowpeaC.csv,vi,0.999672827,0.438364702,NA,0.180496574,0.058546127,0.400053531,0.040173843,NA,0.283693386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
